conc1_unit,u1,u2,u3,u4,n,u1cl,u2cl,u3cl,u4cl,u1num,u2num,u3num,u4num,nas,conc1_info,u1type,u2type,u3type,u4type,conc1_unit_clean,type,convert,multiplier,unit_conv
fg/org,fg,org,,,34,fg,org,,,,,,,2,,mass,organism,,,fg/org,mass/organism,FALSE,,
qt/100 gal,qt,100 gal,,,34,qt,gal,,,,100,,,2,,volume,volume,,,qt/gal,volume/volume,FALSE,,
ml/10 L,ml,10 l,,,34,ml,l,,,,10,,,2,,volume,volume,,,ml/l,volume/volume,TRUE,0.1,ml/l
ug/disk,ug,disk,,,34,ug,d,,,,,,,2,,mass,time,,,ug/d,mass/time,TRUE,1e-06,g/d
AI ng,ng,,,,34,ng,,,,,,,,3,,mass,,,,ng,mass,TRUE,1e-09,g
g/100 kg sd,g,100 kg sd,,,34,g,kg,,,,100,,,2,,mass,mass,,,g/kg,mass/mass,TRUE,1e-05,g/g
ug/cell,ug,cell,,,33,ug,l,,,,,,,2,,mass,volume,,,ug/l,mass/volume,TRUE,1,ug/l
ul/d,ul,d,,,33,ul,d,,,,,,,2,,volume,time,,,ul/d,volume/time,TRUE,0.001,ml/d
kmol/m3,kmol,m3,,,33,kmol,m3,,,,,,,2,,mol,volume,,,kmol/m3,mol/volume,TRUE,1,mol/l
AI ug/g eu,ug,g eu,,,33,ug,g,,,,,,,2,,mass,mass,,,ug/g,mass/mass,TRUE,1e-06,g/g
IU/d,iu,d,,,32,iu,d,,,,,,,2,,noscience,time,,,iu/d,noscience/time,FALSE,,
ml/3.75 L,ml,3.75 l,,,32,ml,l,,,,3.75,,,2,,volume,volume,,,ml/l,volume/volume,TRUE,0.266666666666667,ml/l
ug/ml H2O,ug,ml h2o,,,32,ug,ml,,,,,,,2,,mass,volume,,,ug/ml,mass/volume,TRUE,1000,ug/l
AI ng/mg bdwt,ng,mg,,,32,ng,mg,,,,,,,2,bdwt,mass,mass,,,ng/mg,mass/mass,TRUE,1e-06,g/g
AI gal/acre,gal,acre,,,32,gal,acre,,,,,,,2,,volume,area,,,gal/acre,volume/area,FALSE,,
ug-atoms/L,ug-atoms,l,,,32,ug,l,,,,,,,2,,mass,volume,,,ug/l,mass/volume,TRUE,1,ug/l
ml/946 ml,ml,946 ml,,,32,ml,ml,,,,946,,,2,,volume,volume,,,ml/ml,volume/volume,TRUE,1.05708245243129,ml/l
umol/g org,umol,g org,,,32,umol,g,,,,,,,2,,mol,mass,,,umol/g,mol/mass,TRUE,1e-06,mol/g
g/kg soil,g,kg,,,31,g,kg,,,,,,,2,soil,mass,mass,,,g/kg,mass/mass,TRUE,0.001,g/g
ppmv,ppmv,,,,31,ppm,,,,,,,,3,,fraction,,,,ppm,fraction,TRUE,1,ppm
mgdryfd/gwetbdwt/d,mg,g,d,,31,mg,g,d,,,,,,1,dryfd,mass,mass,time,,mg/g/d,mass/mass/time,FALSE,,
L,l,,,,31,l,,,,,,,,3,,volume,,,,l,volume,TRUE,1000,ml
pg/cell,pg,cell,,,31,pg,l,,,,,,,2,,mass,volume,,,pg/l,mass/volume,TRUE,1e-06,ug/l
g/dm3,g,dm3,,,30,g,dm3,,,,,,,2,,mass,volume,,,g/dm3,mass/volume,TRUE,1e+06,ug/l
g/200 ml,g,200 ml,,,30,g,ml,,,,200,,,2,,mass,volume,,,g/ml,mass/volume,TRUE,5e+06,ug/l
mol/dm3,mol,dm3,,,30,mol,dm3,,,,,,,2,,mol,volume,,,mol/dm3,mol/volume,TRUE,1,mol/l
oz/100 lb seed,oz,100 lb seed,,,30,oz,lb,,,,100,,,2,,volume,mass,,,oz/lb,volume/mass,TRUE,0.000651984760017017,ml/g
pmol/mg,pmol,mg,,,30,pmol,mg,,,,,,,2,,mol,mass,,,pmol/mg,mol/mass,TRUE,1e-09,mol/g
AI ug/cm2 media,ug,cm2,,,30,ug,cm2,,,,,,,2,media,mass,area,,,ug/cm2,mass/area,TRUE,0.01,g/m2
meq/100g,meq,100g,,,30,meq,g,,,,100,,,2,,noscience,mass,,,meq/g,noscience/mass,FALSE,,
AI mg/sd,mg,sd,,,30,mg,sd,,,,,,,2,,mass,noscience,,,mg/sd,mass/noscience,FALSE,,
pg/L,pg,l,,,29,pg,l,,,,,,,2,,mass,volume,,,pg/l,mass/volume,TRUE,1e-06,ug/l
uCi/ml,uci,ml,,,29,uci,ml,,,,,,,2,,radioactivity,volume,,,uCi/ml,radioactivity/volume,TRUE,3.7e+07,Bq/l
AI %/wt sd,%,wt sd,,,29,%,w,,,,,,,2,,percentage,noscience,,,%/w,percentage/noscience,FALSE,,
ppm/organi,ppm,organi,,,29,ppm,org,,,,,,,2,,fraction,organism,,,ppm/org,fraction/organism,FALSE,,
pmol,pmol,,,,29,pmol,,,,,,,,3,,mol,,,,pmol,mol,FALSE,,
mg/3 ml,mg,3 ml,,,29,mg,ml,,,,3,,,2,,mass,volume,,,mg/ml,mass/volume,TRUE,333333.333333333,ug/l
AI g/378 L,g,378 l,,,29,g,l,,,,378,,,2,,mass,volume,,,g/l,mass/volume,TRUE,2645.50264550265,ug/l
ae ug/cm2,ug,cm2,,,28,ug,cm2,,,,,,,2,ae,mass,area,,,ug/cm2,mass/area,TRUE,0.01,g/m2
ML,males,,,,28,m,,,,,,,,3,,length,,,,m,length,TRUE,100,cm
AI mol/eu,mol,eu,,,28,mol,eu,,,,,,,2,,mol,experimentalunit,,,mol/eu,mol/experimentalunit,FALSE,,
cm3/ft,cm3,ft,,,28,cm3,ft,,,,,,,2,,volume,length,,,cm3/ft,volume/length,TRUE,0.0328083989501312,ml/cm
AI g/2.5 cm dbh,g,2.5 cm dbh,,,28,g,cm,,,,2.5,,,2,,mass,length,,,g/cm,mass/length,TRUE,0.4,g/cm
pg/dm3,pg,dm3,,,28,pg,dm3,,,,,,,2,,mass,volume,,,pg/dm3,mass/volume,TRUE,1e-06,ug/l
ug/g/wk,ug,g,wk,,28,ug,g,wk,,,,,,1,,mass,mass,time,,ug/g/wk,mass/mass/time,FALSE,,
AI kg,kg,,,,28,kg,,,,,,,,3,,mass,,,,kg,mass,TRUE,1000,g
AI ug/kg,ug,kg,,,28,ug,kg,,,,,,,2,,mass,mass,,,ug/kg,mass/mass,TRUE,1e-09,g/g
pg/org,pg,org,,,28,pg,org,,,,,,,2,,mass,organism,,,pg/org,mass/organism,FALSE,,
AI ppm H2O,ppm h2o,,,,27,ppm,,,,,,,,3,,fraction,,,,ppm,fraction,TRUE,1,ppm
g/cc,g,cm2,,,27,g,cm2,,,,,,,2,,mass,area,,,g/cm2,mass/area,TRUE,10000,g/m2
kBq/ml,kbq,ml,,,27,kbq,ml,,,,,,,2,,radioactivity,volume,,,kBq/ml,radioactivity/volume,TRUE,1e+06,Bq/l
g/cm2,g,cm2,,,27,g,cm2,,,,,,,2,,mass,area,,,g/cm2,mass/area,TRUE,10000,g/m2
mol/1000 ft3,mol,1000 ft3,,,27,mol,ft3,,,,1000,,,2,,mol,volume,,,mol/ft3,mol/volume,TRUE,3.53146667214886e-05,mol/l
nmol/g lipid,nmol,g lipid,,,27,nmol,g,,,,,,,2,,mol,mass,,,nmol/g,mol/mass,TRUE,1e-09,mol/g
AI g/100 kg,g,100 kg,,,26,g,kg,,,,100,,,2,,mass,mass,,,g/kg,mass/mass,TRUE,1e-05,g/g
ae oz/100gal/acre,oz,100gal,acre,,26,oz,gal,acre,,,100,,,1,ae,volume,volume,area,,oz/gal/acre,volume/volume/area,FALSE,,
umol/org,umol,org,,,26,umol,org,,,,,,,2,,mol,organism,,,umol/org,mol/organism,FALSE,,
AI mg/100 kg,mg,100 kg,,,26,mg,kg,,,,100,,,2,,mass,mass,,,mg/kg,mass/mass,TRUE,1e-08,g/g
% of bdwt,% of,,,,26,%,,,,,,,,3,bdwt,percentage,,,,%,percentage,FALSE,,
AI mg/g fd,mg,g,,,26,mg,g,,,,,,,2,fd,mass,mass,,,mg/g,mass/mass,TRUE,0.001,g/g
ul/cm2,ul,cm2,,,26,ul,cm2,,,,,,,2,,volume,area,,,ul/cm2,volume/area,TRUE,10,ml/m2
AI g/in dia,g,in dia,,,26,g,in dia,,,,,,,2,,mass,noscience,,,g/in dia,mass/noscience,FALSE,,
AI ng/cm2,ng,cm2,,,26,ng,cm2,,,,,,,2,,mass,area,,,ng/cm2,mass/area,TRUE,1e-05,g/m2
mg/L/h,mg,l,h,,26,mg,l,h,,,,,,1,,mass,volume,time,,mg/l/h,mass/volume/time,FALSE,,
v/v,v,v,,,26,v,v,,,,,,,2,,volume,volume,,,v/v,volume/volume,FALSE,,
g/bushel,g,bushel,,,26,g,bu,,,,,,,2,,mass,volume,,,g/bu,mass/volume,TRUE,28377.5933927882,ug/l
AI lb/gal/acre,lb,gal,acre,,26,lb,gal,acre,,,,,,1,,mass,volume,area,,lb/gal/acre,mass/volume/area,FALSE,,
cpm/L,cpm,l,,,25,cpm,l,,,,,,,2,,counts,volume,,,cpm/l,counts/volume,FALSE,,
AI g/unit,g,unit,,,25,g,unit,,,,,,,2,,mass,noscience,,,g/unit,mass/noscience,FALSE,,
AI ug/eu,ug,eu,,,25,ug,eu,,,,,,,2,,mass,experimentalunit,,,ug/eu,mass/experimentalunit,FALSE,,
IU/kg bdwt,iu,kg,,,25,iu,kg,,,,,,,2,bdwt,noscience,mass,,,iu/kg,noscience/mass,FALSE,,
mg/500 ml,mg,500 ml,,,25,mg,ml,,,,500,,,2,,mass,volume,,,mg/ml,mass/volume,TRUE,2000,ug/l
mg/g org,mg,g org,,,25,mg,g,,,,,,,2,,mass,mass,,,mg/g,mass/mass,TRUE,0.001,g/g
mg/kg media,mg,kg,,,25,mg,kg,,,,,,,2,media,mass,mass,,,mg/kg,mass/mass,TRUE,1e-06,g/g
nmol/cm2,nmol,cm2,,,25,nmol,cm2,,,,,,,2,,mol,area,,,nmol/cm2,mol/area,FALSE,,
AI g/dn(Cyprus),g,dn(cyprus),,,24,g,d,,,,,,,2,,mass,time,,,g/d,mass/time,TRUE,1,g/d
lb/100 yd2,lb,100 yd2,,,24,lb,yd,,,,100,,,2,,mass,length,,,lb/yd,mass/length,TRUE,0.0496054647856518,g/cm
ul/kg bdwt,ul,kg,,,24,ul,kg,,,,,,,2,bdwt,volume,mass,,,ul/kg,volume/mass,TRUE,1e-06,ml/g
pCi/g,pci,g,,,24,ci,g,,,,,,,2,,radioactivity,mass,,,Ci/g,radioactivity/mass,TRUE,3.7e+10,Bq/g
mg/cm,mg,cm,,,24,mg,cm,,,,,,,2,,mass,length,,,mg/cm,mass/length,TRUE,0.001,g/cm
g/m2 soil,g,m2,,,24,g,m2,,,,,,,2,soil,mass,area,,,g/m2,mass/area,TRUE,1,g/m2
AI g/2.54 cm dbh,g,2.54 cm dbh,,,24,g,cm,,,,2.54,,,2,,mass,length,,,g/cm,mass/length,TRUE,0.393700787401575,g/cm
mol/g,mol,g,,,24,mol,g,,,,,,,2,,mol,mass,,,mol/g,mol/mass,TRUE,1,mol/g
AI % v/v,% v,v,,,24,% v,v,,,,,,,2,,percentage,volume,,,% v/v,percentage/volume,FALSE,,
pmol/g bdwt,pmol,g,,,24,pmol,g,,,,,,,2,bdwt,mol,mass,,,pmol/g,mol/mass,TRUE,1e-12,mol/g
AI lb/eu,lb,eu,,,24,lb,eu,,,,,,,2,,mass,experimentalunit,,,lb/eu,mass/experimentalunit,FALSE,,
% DT,% dt,,,,24,%,,,,,,,,3,,percentage,,,,%,percentage,FALSE,,
g/379 L,g,379 l,,,23,g,l,,,,379,,,2,,mass,volume,,,g/l,mass/volume,TRUE,2638.52242744063,ug/l
mg/g/d,mg,g,d,,23,mg,g,d,,,,,,1,,mass,mass,time,,mg/g/d,mass/mass/time,FALSE,,
% soln,% soln,,,,23,%,,,,,,,,3,,percentage,,,,%,percentage,FALSE,,
mol/g bdwt,mol,g,,,23,mol,g,,,,,,,2,bdwt,mol,mass,,,mol/g,mol/mass,TRUE,1,mol/g
cm2/org,cm2,org,,,23,cm2,org,,,,,,,2,,area,organism,,,cm2/org,area/organism,FALSE,,
ml/cntr,ml,cntr,,,23,ml,cntr,,,,,,,2,,volume,noscience,,,ml/cntr,volume/noscience,FALSE,,
ug/h/100 g,ug,h,100 g,,23,ug,h,g,,,,100,,1,,mass,time,mass,,ug/h/g,mass/time/mass,FALSE,,
mg/kg/h,mg,kg,h,,23,mg,kg,h,,,,,,1,,mass,mass,time,,mg/kg/h,mass/mass/time,FALSE,,
ml/g food,ml,g,,,23,ml,g,,,,,,,2,food,volume,mass,,,ml/g,volume/mass,TRUE,1,ml/g
g/189.25 L,g,189.25 l,,,22,g,l,,,,189.25,,,2,,mass,volume,,,g/l,mass/volume,TRUE,5284.01585204756,ug/l
dS/m,ds,m,,,22,d,m,,,,,,,2,,time,length,,,d/m,time/length,FALSE,,
AI g/379 L,g,379 l,,,22,g,l,,,,379,,,2,,mass,volume,,,g/l,mass/volume,TRUE,2638.52242744063,ug/l
mg/kg p/d,mg,kg p,d,,22,mg,kg,d,,,,,,1,,mass,mass,time,,mg/kg/d,mass/mass/time,FALSE,,
ml/189.25 L,ml,189.25 l,,,22,ml,l,,,,189.25,,,2,,volume,volume,,,ml/l,volume/volume,TRUE,0.00528401585204756,ml/l
ug/kg egg,ug,kg,,,22,ug,kg,,,,,,,2, egg,mass,mass,,,ug/kg,mass/mass,TRUE,1e-09,g/g
mg/org/wk,mg,org,wk,,22,mg,org,wk,,,,,,1,,mass,organism,time,,mg/org/wk,mass/organism/time,FALSE,,
ug/L fd,ug,l,,,22,ug,l,,,,,,,2,fd,mass,volume,,,ug/l,mass/volume,TRUE,1,ug/l
mmol/kg egg,mmol,kg,,,22,mmol,kg,,,,,,,2, egg,mol,mass,,,mmol/kg,mol/mass,TRUE,1e-06,mol/g
ul/ml fd,ul,ml,,,21,ul,ml,,,,,,,2,fd,volume,volume,,,ul/ml,volume/volume,TRUE,1,ml/l
g/300 g seed,g,300 g seed,,,21,g,g,,,,300,,,2,,mass,mass,,,g/g,mass/mass,TRUE,0.00333333333333333,g/g
ml/1000 org,ml,1000 org,,,21,ml,org,,,,1000,,,2,,volume,organism,,,ml/org,volume/organism,FALSE,,
mg/wk,mg,wk,,,21,mg,wk,,,,,,,2,,mass,time,,,mg/wk,mass/time,FALSE,,
mmol/dm3,mmol,dm3,,,21,mmol,dm3,,,,,,,2,,mol,volume,,,mmol/dm3,mol/volume,TRUE,0.001,mol/l
% g/g,% g,g,,,21,%,g,,,,,,,2,,percentage,mass,,,%/g,percentage/mass,FALSE,,
ae ppb,ppb,,,,21,ppb,,,,,,,,3,ae,fraction,,,,ppb,fraction,TRUE,0.001,ppm
mg/300 g,mg,300 g,,,21,mg,g,,,,300,,,2,,mass,mass,,,mg/g,mass/mass,TRUE,3.33333333333333e-06,g/g
AI ng/kg fd,ng,kg,,,20,ng,kg,,,,,,,2,fd,mass,mass,,,ng/kg,mass/mass,TRUE,1e-12,g/g
g/100 m,g,100 m,,,20,g,m,,,,100,,,2,,mass,length,,,g/m,mass/length,TRUE,1e-04,g/cm
L/80 kg N/ha,l,80 kg n,ha,,20,l,kg,ha,,,80,,,1,,volume,mass,area,,l/kg/ha,volume/mass/area,FALSE,,
ng/d,ng,d,,,20,ng,d,,,,,,,2,,mass,time,,,ng/d,mass/time,TRUE,1e-09,g/d
AI kg/1000 m,kg,1000 m,,,20,kg,m,,,,1000,,,2,,mass,length,,,kg/m,mass/length,TRUE,0.01,g/cm
AI mg/50 ml H2O,mg,50 ml h2o,,,20,mg,ml,,,,50,,,2,,mass,volume,,,mg/ml,mass/volume,TRUE,20000,ug/l
Bq,bq,,,,20,bq,,,,,,,,3,,radioactivity,,,,Bq,radioactivity,FALSE,,
mg/kg fd/d,mg,kg ,d,,19,mg,kg,d,,,,,,1,fd,mass,mass,time,,mg/kg/d,mass/mass/time,FALSE,,
mg/kg bdwt/wk,mg,kg ,wk,,19,mg,kg,wk,,,,,,1,bdwt,mass,mass,time,,mg/kg/wk,mass/mass/time,FALSE,,
mmol/kg bdwt/d,mmol,kg ,d,,19,mmol,kg,d,,,,,,1,bdwt,mol,mass,time,,mmol/kg/d,mol/mass/time,FALSE,,
mg/kg humus,mg,kg humus,,,19,mg,kg,,,,,,,2,,mass,mass,,,mg/kg,mass/mass,TRUE,1e-06,g/g
oz/bu,oz,bu,,,19,oz,bu,,,,,,,2,,volume,volume,,,oz/bu,volume/volume,TRUE,0.839225645001415,ml/l
lb/eu,lb,eu,,,19,lb,eu,,,,,,,2,,mass,experimentalunit,,,lb/eu,mass/experimentalunit,FALSE,,
AI g/cm caliper,g,cm,,,19,g,cm,,,,,,,2,caliper,mass,length,,,g/cm,mass/length,TRUE,1,g/cm
L/m2,l,m2,,,19,l,m2,,,,,,,2,,volume,area,,,l/m2,volume/area,TRUE,1000,ml/m2
umol/kg/d,umol,kg,d,,19,umol,kg,d,,,,,,1,,mol,mass,time,,umol/kg/d,mol/mass/time,FALSE,,
mM/kg,mmol,l,kg,,19,mmol,l,kg,,,,,,1,,mol,volume,mass,,mmol/l/kg,mol/volume/mass,FALSE,,
mol/9.29 m2,mol,9.29 m2,,,19,mol,m2,,,,9.29,,,2,,mol,area,,,mol/m2,mol/area,FALSE,,
AI lb/ga,lb,ga,,,19,lb,g,,,,,,,2,,mass,mass,,,lb/g,mass/mass,TRUE,453.59237,g/g
mg/kg wt/d,mg,kg,d,,18,mg,kg,d,,,,,,1, wt,mass,mass,time,,mg/kg/d,mass/mass/time,FALSE,,
ae g/100 m2,g,100 m2,,,18,g,m2,,,,100,,,2,ae,mass,area,,,g/m2,mass/area,TRUE,0.01,g/m2
ug/kg dry wt org,ug,kg  org,,,18,ug,kg,,,,,,,2,dry,mass,mass,,,ug/kg,mass/mass,TRUE,1e-09,g/g
ml/1000 L,ml,1000 l,,,18,ml,l,,,,1000,,,2,,volume,volume,,,ml/l,volume/volume,TRUE,0.001,ml/l
meq/100g soil,meq,100g,,,18,meq,g,,,,100,,,2,soil,noscience,mass,,,meq/g,noscience/mass,FALSE,,
AI kg/100 kg sd,kg,100 kg sd,,,18,kg,kg,,,,100,,,2,,mass,mass,,,kg/kg,mass/mass,TRUE,0.01,g/g
mg/3 kg,mg,3 kg,,,18,mg,kg,,,,3,,,2,,mass,mass,,,mg/kg,mass/mass,TRUE,3.33333333333333e-07,g/g
meq/eu,meq,eu,,,18,meq,eu,,,,,,,2,,noscience,experimentalunit,,,meq/eu,noscience/experimentalunit,FALSE,,
ppm solvent,ppm solvent,,,,18,ppm,,,,,,,,3,,fraction,,,,ppm,fraction,TRUE,1,ppm
pmol/L,pmol,l,,,18,pmol,l,,,,,,,2,,mol,volume,,,pmol/l,mol/volume,TRUE,1e-12,mol/l
g/800 ml,g,800 ml,,,18,g,ml,,,,800,,,2,,mass,volume,,,g/ml,mass/volume,TRUE,1250000,ug/l
mg/L H2O,mg,l h2o,,,18,mg,l,,,,,,,2,,mass,volume,,,mg/l,mass/volume,TRUE,1000,ug/l
fl oz,fl oz,,,,18,fl oz,,,,,,,,3,,volume,,,,fl oz,volume,FALSE,,
ug/g TI,ug,g ti,,,17,ug,g,,,,,,,2,,mass,mass,,,ug/g,mass/mass,TRUE,1e-06,g/g
ml/ft,ml,ft,,,17,ml,ft,,,,,,,2,,volume,length,,,ml/ft,volume/length,TRUE,0.0328083989501312,ml/cm
uCi/mg,uci,mg,,,17,uci,mg,,,,,,,2,,radioactivity,mass,,,uCi/mg,radioactivity/mass,TRUE,3.7e+07,Bq/g
IU/kg diet,iu,kg,,,17,iu,kg,,,,,,,2,diet,noscience,mass,,,iu/kg,noscience/mass,FALSE,,
Bq/g,bq,g,,,17,bq,g,,,,,,,2,,radioactivity,mass,,,Bq/g,radioactivity/mass,TRUE,1,Bq/g
g food,g,,,,17,g,,,,,,,,3,food,mass,,,,g,mass,TRUE,1,g
cm3/org,cm3,org,,,17,cm3,org,,,,,,,2,,volume,organism,,,cm3/org,volume/organism,FALSE,,
ug/g bdwt/wk,ug,g ,wk,,17,ug,g,wk,,,,,,1,bdwt,mass,mass,time,,ug/g/wk,mass/mass/time,FALSE,,
g/4719 cm3 soil,g,4719 cm3,,,17,g,cm3,,,,4719,,,2,soil,mass,volume,,,g/cm3,mass/volume,TRUE,211909.302818394,ug/l
L/m3,l,m3,,,17,l,m3,,,,,,,2,,volume,volume,,,l/m3,volume/volume,TRUE,1,ml/l
g/500 ml,g,500 ml,,,16,g,ml,,,,500,,,2,,mass,volume,,,g/ml,mass/volume,TRUE,2e+06,ug/l
mg/kg wt,mg,kg,,,16,mg,kg,,,,,,,2, wt,mass,mass,,,mg/kg,mass/mass,TRUE,1e-06,g/g
% AE,%,,,,16,%,,,,,,,,3,,percentage,,,,%,percentage,FALSE,,
AI mg/g sd,mg,g sd,,,16,mg,g,,,,,,,2,,mass,mass,,,mg/g,mass/mass,TRUE,0.001,g/g
mmol/100 g,mmol,100 g,,,16,mmol,g,,,,100,,,2,,mol,mass,,,mmol/g,mol/mass,TRUE,1e-05,mol/g
pCi/ml,pci,ml,,,16,ci,ml,,,,,,,2,,radioactivity,volume,,,Ci/ml,radioactivity/volume,TRUE,3.7e+13,Bq/l
ae mmol/kg soil,mmol,kg,,,16,mmol,kg,,,,,,,2,ae,mol,mass,,,mmol/kg,mol/mass,TRUE,1e-06,mol/g
mg/lb,mg,lb,,,16,mg,lb,,,,,,,2,,mass,mass,,,mg/lb,mass/mass,TRUE,2.20462262184878e-06,g/g
umol/dm3,umol,dm3,,,16,umol,dm3,,,,,,,2,,mol,volume,,,umol/dm3,mol/volume,TRUE,1e-06,mol/l
umol/g dry wt fd,umol,g,,,16,umol,g,,,,,,,2,dry,mol,mass,,,umol/g,mol/mass,TRUE,1e-06,mol/g
ug/3.5L,ug,3.5l,,,16,ug,l,,,,3.5,,,2,,mass,volume,,,ug/l,mass/volume,TRUE,0.285714285714286,ug/l
mol/g soil,mol,g,,,16,mol,g,,,,,,,2,soil,mol,mass,,,mol/g,mol/mass,TRUE,1,mol/g
ug/10 L,ug,10 l,,,16,ug,l,,,,10,,,2,,mass,volume,,,ug/l,mass/volume,TRUE,0.1,ug/l
AI g/305 m,g,305 m,,,16,g,m,,,,305,,,2,,mass,length,,,g/m,mass/length,TRUE,3.27868852459016e-05,g/cm
AI kg/ha soil,kg,ha,,,16,kg,ha,,,,,,,2,soil,mass,area,,,kg/ha,mass/area,TRUE,0.1,g/m2
mg/100ml,mg,100ml,,,16,mg,ml,,,,100,,,2,,mass,volume,,,mg/ml,mass/volume,TRUE,10000,ug/l
AI ppm soil w/w,ppm  w,w,,,16,ppm,w,,,,,,,2,soil,fraction,noscience,,,ppm/w,fraction/noscience,FALSE,,
ai kg/379 l,kg,379 l,,,15,kg,l,,,,379,,,2,ai ,mass,volume,,,kg/l,mass/volume,TRUE,2638522.42744063,ug/l
kg/m2,kg,m2,,,15,kg,m2,,,,,,,2,,mass,area,,,kg/m2,mass/area,TRUE,1000,g/m2
mg/h,mg,h,,,15,mg,h,,,,,,,2,,mass,time,,,mg/h,mass/time,TRUE,0.024,g/d
ug/300 g bdwt,ug,300 g,,,15,ug,g,,,,300,,,2,bdwt,mass,mass,,,ug/g,mass/mass,TRUE,3.33333333333333e-09,g/g
Tbsp/eu,tbsp,eu,,,15,t,eu,,,,,,,2,,mass,experimentalunit,,,t/eu,mass/experimentalunit,FALSE,,
cm3/ha,cm3,ha,,,15,cm3,ha,,,,,,,2,,volume,area,,,cm3/ha,volume/area,TRUE,1e-04,ml/m2
umol/cm2,umol,cm2,,,15,umol,cm2,,,,,,,2,,mol,area,,,umol/cm2,mol/area,FALSE,,
g/5 m2,g,5 m2,,,15,g,m2,,,,5,,,2,,mass,area,,,g/m2,mass/area,TRUE,0.2,g/m2
ng/g wet wt/d/pair,ng,g ,d,pair,15,ng,g,d,ai,,,,,0,wet,mass,mass,time,noscience,ng/g/d/ai,mass/mass/time/noscience,FALSE,,
fl oz/1000 ft,fl oz,1000 ft,,,15,fl oz,ft,,,,1000,,,2,,volume,length,,,fl oz/ft,volume/length,FALSE,,
kg/m3,kg,m3,,,14,kg,m3,,,,,,,2,,mass,volume,,,kg/m3,mass/volume,TRUE,1e+06,ug/l
uL/100 L,ul,100 l,,,14,ul,l,,,,100,,,2,,volume,volume,,,ul/l,volume/volume,TRUE,1e-05,ml/l
AI ml/100 kg,ml,100 kg,,,14,ml,kg,,,,100,,,2,,volume,mass,,,ml/kg,volume/mass,TRUE,1e-05,ml/g
mg/10 ml,mg,10 ml,,,14,mg,ml,,,,10,,,2,,mass,volume,,,mg/ml,mass/volume,TRUE,1e+05,ug/l
ml/3.8 L,ml,3.8 l,,,14,ml,l,,,,3.8,,,2,,volume,volume,,,ml/l,volume/volume,TRUE,0.263157894736842,ml/l
umol/kg LD,umol,kg ld,,,14,umol,kg,,,,,,,2,,mol,mass,,,umol/kg,mol/mass,TRUE,1e-09,mol/g
g/10 L,g,10 l,,,14,g,l,,,,10,,,2,,mass,volume,,,g/l,mass/volume,TRUE,1e+05,ug/l
oz/2.5 gal,oz,2.5 gal,,,14,oz,gal,,,,2.5,,,2,,volume,volume,,,oz/gal,volume/volume,FALSE,,
qt/gal,qt,gal,,,14,qt,gal,,,,,,,2,,volume,volume,,,qt/gal,volume/volume,FALSE,,
uM/kg/mi,umol,l,kg,mi,14,umol,l,kg,mi,,,,,0,,mol,volume,mass,time,umol/l/kg/mi,mol/volume/mass/time,FALSE,,
AI mL/eu,ml,eu,,,14,ml,eu,,,,,,,2,,volume,experimentalunit,,,ml/eu,volume/experimentalunit,FALSE,,
