conc1_info,conc1_unit_clean,conv,multiplier,unit_conv,unit_type,result_id,casnr,molecularweight,n,conc1_mean,conc1_unit,conc1_mean2,conc1_unit2,conc1_mean3,conc1_unit3,NOTE
,ug/t/wk,no,,,mass/mass/time,5667,1746016,322,2,0.0063,ug/tank/wk,0.0063,ug/tank/wk,,,
fd,ug/ul,yes,1000000,ug/l,mass/volume,2412159,67485294,494.5,2,4,ug/ul fd,4000000,ug/l,,,
fd,ul/kg,yes,1E-06,ml/g,volume/mass,2334446,67641,58.08,2,10,ul/kg fd,1E-05,ml/g,,,
diet,unit/g,no,,,noscience/mass,1078161,3810740,1457.4,2,2417,units/g diet,2417,units/g diet,,,
AI ,l/feddan,no,,,volume/noscience,2046840,52918635,505.2,1,0.05,AI L/feddan,0.05,AI L/feddan,,,
AI ,g/cm,yes,0.393700787401575,g/cm,mass/length,2264690,138261413,255.66,1,2,AI g/2.54 cm tkdi,0.78740157480315,g/cm,,,
AI ,mg/m,yes,1E-05,g/cm,mass/length,2355487,79538322,418.7,1,15.75,AI mg/m,0.0001575,g/cm,,,
AI ,nl/l,yes,0.001,ul/l,volume/volume,2420530,3100047,54.09,1,500,AI nL/L,0.5,ul/l,,,
AI ,ppm,yes,1000,ppb,fraction,2390748,93652,214.64,1,10.91,AI ppm soil,10910,ppb,,,
AI ,ug/ul,yes,2000000,ug/l,mass/volume,1136699,52918635,505.2,1,0.033,AI ug/0.5 ul,66000,ug/l,,,
AI ,ul/ul,yes,100000,ul/l,volume/volume,2462683,69254406,,1,3,AI ul/10 ul,300000,ul/l,,,
,l/lb,yes,0.022046226218488,ml/g,volume/mass,2218799,59669260,354.5,1,1.4,L/100 lbs sd,0.030864716705883,ml/g,,,
,l/m,yes,10,ml/cm,volume/length,110581,72435,345.6,1,3.1,L/km,31,ml/cm,,,
,cm2/org,no,,,area/organism,1093782,121755,330.4,1,50,cc/org,50,cc/org,,,
,cm3/cm3,yes,1000000,ul/l,volume/volume,1205451,9002646,,1,0,cm3/cm3,0,ul/l,,,
,cm3/yd,yes,0.010936132983377,ml/cm,volume/length,1207184,111444,143.01,1,72,cm3/yd,0.787401574803151,ml/cm,,,
,g/gal,no,,,mass/noscience,2179171,158062670,229.16,1,2.39,g/100 gal,2.39,g/100 gal,,,
,g/ft2,yes,0.01076391041671,g/m2,mass/area,2393526,29091212,350.29,1,10.4,g/1000 ft2,0.111944668333781,g/m2,,,
diet,g/g,yes,100000,mg/kg,mass/mass,2260326,64755,480.9,1,0.5,g/10g diet,50000,mg/kg,,,
soil,g/cm3,yes,250000,ug/l,mass/volume,2385031,533744,162.269,1,1.2,g/4000 cm3 soil,300000,ug/l,,,
,g/org,no,,,mass/organism,1113542,8018017,541.1,1,5,g/50 org,5,g/50 org,,,
,g/kg,yes,142.857142857143,mg/kg,mass/mass,2309539,13410010,188.95,1,0.033,g/7 kg,4.71428571428572,mg/kg,,,
,g/yd,yes,0.010936132983377,g/cm,mass/length,1216248,93765,255.5,1,0.1,g/yd2,0.001093613298338,g/cm,,,
,kBq/dm3,no,,,radioactivity/volume,117026,7440531,151.96,1,37,kBq/dm3,37,kBq/dm3,,,
,kg/l,yes,264550264.550265,ug/l,mass/volume,2230210,2921882,350.6,1,0.07,kg/3.78 L,18518518.5185186,ug/l,,,
,kg/m2,yes,101.010101010101,g/m2,mass/area,1008715,10043353,61.84,1,7.2,kg/9.9 m2,727.272727272727,g/m2,,,
,lb/lb,yes,10000,mg/kg,mass/mass,2054170,133062,300.6,1,1.5,lb/100 lb sd,15000,mg/kg,,,
,mCi/mg,no,,,NA/mass,158609,7773015,197.9,1,48.33,mCi/mg,48.33,mCi/mg,,,
,m/kg,no,,,length/mass,1159182,7647145,58.44,1,400,mOsm/kg,400,mOsm/kg,,,
soil,mg/l,yes,333.333333333333,ug/l,mass/volume,1060368,1596845,160.17,1,600,mg/3 L soil,200000,ug/l,,,
,mg/ft3,yes,35.3146667214886,ug/l,mass/volume,1195647,3004511,180.09,1,400,mg/ft3,14125.8666885954,ug/l,,,
,mg/u,no,,,mass/noscience,1133709,20859738,57.9553,1,3,mg/quintal,3,mg/quintal,,,
,ml/l,yes,26.4550264550265,ul/l,volume/volume,2420073,161326347,311.4,1,41.4,ml/37.8 L,1095.2380952381,ul/l,,,
bdwt,ml/g,yes,1,ml/g,volume/mass,800592,51401,319.26,1,0.1,ml/g bdwt,0.1,ml/g,,,
,m/ul,no,,,length/volume,1216454,525791,215.21,1,15,mumol/0.5 ul,15,mumol/0.5 ul,,,
,ng/ml,yes,0.022222222222222,ug/l,mass/volume,2429768,87683,260.8,1,4500,ng/45 ml,100,ug/l,,,
,nl/cm2,yes,0.01,ml/m2,volume/area,716517,4602840,222.37,1,4.8,nl/cm2,0.048,ml/m2,,,
,nmol/eu,no,,,mol/noscience,2420527,7646799,129.84,1,0.1,nmol/eu ,0.1,nmol/eu ,,,
,nmol/mol,no,,,mol/mol,1055998,7446095,64.07,1,141,nmol/mol,141,nmol/mol,,,
,ppm/h,yes,0.666666666666667,ppm/d,fraction/time,1219972,74851,28.05,1,25,ppm for 36hr,16.6666666666667,ppm/d,,,
,ppm/mi,no,,,fraction/time,2386590,127184,165.8,1,30,ppm/mi,30,ppm/mi,,,
,uBq,yes,1E-06,mBq,radioactivity,161808,7439921,207,1,180,uBq,0.00018,Bq,,,
,uCi/g,no,,,NA/mass,1184802,118741,284.8,1,4.5,uCi/100 g org,4.5,uCi/100 g org,,,
,uCi/mg,no,,,NA/mass,40798,141537,68.007,1,300,uCi/3.6mg,300,uCi/3.6mg,,,
,uCi/mg,no,,,NA/mass,40799,62759,74.08,1,100,uCi/30mg,100,uCi/30mg,,,
,uCi/nmol,no,,,NA/mol,182820,51207319,306,1,22.5,uCi/nmol,22.5,uCi/nmol,,,
,uCi/ug,no,,,NA/mass,198805,7440439,112.41,1,1.25,uCi/ug,1.25,uCi/ug,,,
,uCi/ul,no,,,NA/volume,113454,50328,252.3,1,117,uCi/ul,117,uCi/ul,,,
,ug,yes,1,ug,mass,1094529,54115,162.23,1,500,ug %,500,ug,,,
,ug/g,yes,0.01,mg/kg,mass/mass,7546,52675,149.21,1,150000*,ug/100g,1500,mg/kg,,,
,ul/ml,yes,5,ul/l,volume/volume,2271298,153719234,291.72,1,100,ul/200 ml,500,ul/l,,,
,ul/ml,yes,50,ul/l,volume/volume,94018,50000,30.026,1,50,ul/20ml,2500,ul/l,,,
,ul/l/h,yes,1,ul/l/d,volume/volume/time,1213928,74851,28.05,1,10,ul/L/24h,10,ul/l/d,10,ul/l/d,
,ul/mg,yes,1,ml/g,volume/mass,2247874,52918635,505.2,1,5E-05,ul/mg,5E-05,ml/g,,,
,umol/l,yes,1E-06,mol/l,mol/volume,1033020,50328,252.3,1,4,umoles/l agar,1009.2,ug/l,,,
,unit/l,no,,,noscience/volume,706463,1912249,215.68,1,150,units/l,150,units/l,,,
